Beam_Name,Applied Force Vertical,Applied Force Horizontal,Length,Gamma_M,Steel Class
400  x  400 x 12,26,20,21,1.15,355
,,,,,
160  x  160 x 6,24,84,2,1.15,355
,,,,,
350  x  150 x 6.3,94,4,5,1.15,355
,,,,,
300  x  300 x 6,15,14,12,1.15,355
,,,,,
300  x  300 x 8,69,47,7,1.15,355
,,,,,
140  x  140 x 4,14,40,2,1.15,355
,,,,,
200  x  200 x 6,48,28,4,1.15,355
,,,,,
500  x  300 x 8,41,21,15,1.15,355
,,,,,
400  x  200 x 6.3,54,15,9,1.15,355
,,,,,
300  x  200 x 6.3,32,10,8,1.15,355
,,,,,
300  x  300 x 8,12,66,7,1.15,355
,,,,,
400  x  400 x 6.3,69,6,10,1.15,355
,,,,,
200  x  200 x 8,33,34,5,1.15,355
,,,,,
500  x  300 x 10,64,16,15,1.15,355
,,,,,
300  x  300 x 8,19,23,12,1.15,355
,,,,,
350  x  150 x 8,85,9,6,1.15,355
,,,,,
250  x  250 x 8,39,67,5,1.15,355
,,,,,
400  x  400 x 10,34,53,14,1.15,355
,,,,,
400  x  200 x 6.3,52,14,9,1.15,355
,,,,,
350  x  350 x 8,91,98,7,1.15,355
,,,,,
500  x  300 x 16,78,48,14,1.15,355
,,,,,
400  x  400 x 10,20,93,10,1.15,355
,,,,,
250  x  250 x 8,54,56,6,1.15,355
,,,,,
350  x  350 x 6.3,71,26,8,1.15,355
,,,,,
350  x  350 x 8,52,59,9,1.15,355
,,,,,
500  x  300 x 14.2,50,4,20,1.15,355
,,,,,
120  x  120 x 3,8,8,3,1.15,355
,,,,,
200  x  200 x 8,41,61,4,1.15,355
,,,,,
350  x  350 x 8,67,81,8,1.15,355
,,,,,
300  x  300 x 8,57,86,6,1.15,355
,,,,,
200  x  200 x 5,8,38,4,1.15,355
,,,,,
500  x  300 x 17.5,95,61,13,1.15,355
,,,,,
400  x  400 x 10,65,58,12,1.15,355
,,,,,
300  x  300 x 8,6,61,7,1.15,355
,,,,,
200  x  200 x 6,34,86,3,1.15,355
,,,,,
250  x  250 x 8,73,58,5,1.15,355
,,,,,
120  x  60 x 3.6,50,1,1,1.15,355
,,,,,
350  x  350 x 8,96,71,7,1.15,355
,,,,,
200  x  100 x 5,99,21,2,1.15,355
,,,,,
200  x  100 x 5,87,3,2,1.15,355
,,,,,
350  x  350 x 6.3,1,18,16,1.15,355
,,,,,
400  x  400 x 6,72,33,9,1.15,355
,,,,,
400  x  400 x 10,15,41,15,1.15,355
,,,,,
350  x  350 x 6,12,8,18,1.15,355
,,,,,
500  x  300 x 12.5,89,45,13,1.15,355
,,,,,
500  x  300 x 12.5,66,5,16,1.15,355
,,,,,
400  x  400 x 8,95,47,9,1.15,355
,,,,,
400  x  400 x 8,71,55,10,1.15,355
,,,,,
350  x  350 x 6,53,67,8,1.15,355
,,,,,
90  x  90 x 5,29,51,1,1.15,355
,,,,,
500  x  300 x 14.2,90,19,15,1.15,355
,,,,,
500  x  300 x 12.5,33,9,22,1.15,355
,,,,,
200  x  200 x 5,9,73,3,1.15,355
,,,,,
300  x  300 x 6,54,93,5,1.15,355
,,,,,
70  x  70 x 3,15,11,1,1.15,355
,,,,,
400  x  400 x 8,4,20,20,1.15,355
,,,,,
400  x  400 x 8,39,34,14,1.15,355
,,,,,
300  x  300 x 8,59,91,6,1.15,355
,,,,,
400  x  400 x 6,12,22,17,1.15,355
,,,,,
400  x  400 x 8,57,34,12,1.15,355
,,,,,
400  x  400 x 6.3,84,74,9,1.15,355
,,,,,
400  x  400 x 12.5,48,65,14,1.15,355
,,,,,
250  x  250 x 8,61,80,5,1.15,355
,,,,,
250  x  250 x 6,50,46,5,1.15,355
,,,,,
120  x  60 x 4,66,9,1,1.15,355
,,,,,
250  x  150 x 5,79,31,3,1.15,355
,,,,,
400  x  400 x 10,37,93,10,1.15,355
,,,,,
450  x  250 x 10,82,9,11,1.15,355
,,,,,
400  x  400 x 12,47,50,15,1.15,355
,,,,,
500  x  200 x 8,95,19,10,1.15,355
,,,,,
400  x  400 x 6,21,34,14,1.15,355
,,,,,
500  x  300 x 12.5,100,23,13,1.15,355
,,,,,
450  x  250 x 8,75,24,10,1.15,355
,,,,,
500  x  300 x 17.5,50,36,17,1.15,355
,,,,,
160  x  160 x  5,3,74,2,1.15,355
,,,,,
160  x  160 x 4,29,2,3,1.15,355
,,,,,
300  x  200 x 5,8,4,14,1.15,355
,,,,,
400  x  400 x 6,53,12,11,1.15,355
,,,,,
350  x  350 x 6,22,11,14,1.15,355
,,,,,
200  x  120 x 5,91,47,2,1.15,355
,,,,,
400  x  400 x 12,61,78,12,1.15,355
,,,,,
500  x  300 x 10,37,3,20,1.15,355
,,,,,
200  x  200 x 6,76,82,3,1.15,355
,,,,,
400  x  400 x 6.3,35,29,14,1.15,355
,,,,,
500  x  200 x 10,94,3,11,1.15,355
,,,,,
200  x  200 x 6,55,78,3,1.15,355
,,,,,
300  x  300 x 6,3,74,6,1.15,355
,,,,,
300  x  300 x 6,15,7,13,1.15,355
,,,,,
120  x  60 x 3.6,51,1,1,1.15,355
,,,,,
300  x  300 x 8,13,92,6,1.15,355
,,,,,
500  x  200 x 10,90,17,11,1.15,355
,,,,,
400  x  400 x 8,71,85,10,1.15,355
,,,,,
400  x  400 x 10,51,74,11,1.15,355
,,,,,
400  x  400 x 8,23,73,10,1.15,355
,,,,,
90  x  90 x 3,17,33,1,1.15,355
,,,,,
120  x  120 x 4,21,91,1,1.15,355
,,,,,
300  x  300 x 8,72,91,6,1.15,355
,,,,,
160  x  160 x 6,69,91,2,1.15,355
,,,,,
500  x  200 x 8,65,12,12,1.15,355
,,,,,
400  x  400 x 12,47,89,11,1.15,355
,,,,,
400  x  400 x 8,84,74,10,1.15,355
,,,,,
180  x  180 x 5,18,48,3,1.15,355
,,,,,
160  x  160 x  5,21,74,2,1.15,355
,,,,,
250  x  250 x 8,27,28,8,1.15,355
,,,,,
350  x  350 x 6,75,64,7,1.15,355
,,,,,
500  x  300 x 8,93,32,11,1.15,355
,,,,,
250  x  250 x 6,89,65,4,1.15,355
,,,,,
500  x  300 x 8,84,16,12,1.15,355
,,,,,
250  x  250 x 6,89,99,4,1.15,355
,,,,,
350  x  350 x 6,33,62,8,1.15,355
,,,,,
500  x  300 x 14.2,31,11,25,1.15,355
,,,,,
300  x  200 x 6.3,83,39,5,1.15,355
,,,,,
400  x  400 x 10,26,40,15,1.15,355
,,,,,
400  x  400 x 10,58,63,13,1.15,355
,,,,,
200  x  200 x 6,82,62,3,1.15,355
,,,,,
500  x  300 x 12.5,48,16,19,1.15,355
,,,,,
300  x  300 x 8,62,95,6,1.15,355
,,,,,
300  x  300 x 6,9,27,9,1.15,355
,,,,,
180  x  180 x 10,54,93,3,1.15,355
,,,,,
500  x  200 x 10,36,8,17,1.15,355
,,,,,
200  x  200 x 6,67,84,3,1.15,355
,,,,,
350  x  350 x 6,24,68,8,1.15,355
,,,,,
400  x  400 x 6,18,79,9,1.15,355
,,,,,
500  x  200 x 12.5,71,6,14,1.15,355
,,,,,
400  x  400 x 6.3,48,40,12,1.15,355
,,,,,
250  x  250 x 6,34,84,4,1.15,355
,,,,,
400  x  400 x 6,45,52,11,1.15,355
,,,,,
500  x  300 x 17.5,26,18,24,1.15,355
,,,,,
500  x  300 x 8,77,40,11,1.15,355
,,,,,
300  x  300 x 6,83,81,5,1.15,355
,,,,,
500  x  300 x 17.5,69,48,15,1.15,355
,,,,,
90  x  90 x 5,40,53,1,1.15,355
,,,,,
120  x  80 x 4,81,39,1,1.15,355
,,,,,
400  x  400 x 6,14,23,17,1.15,355
,,,,,
400  x  400 x 8,38,21,15,1.15,355
,,,,,
500  x  300 x 12.5,36,6,22,1.15,355
,,,,,
300  x  300 x 6,36,98,5,1.15,355
,,,,,
300  x  300 x 6,59,60,6,1.15,355
,,,,,
500  x  300 x 16,43,13,23,1.15,355
,,,,,
300  x  200 x 5,64,17,5,1.15,355
,,,,,
200  x  200 x 8,38,24,5,1.15,355
,,,,,
160  x  160 x  5,25,76,2,1.15,355
,,,,,
300  x  300 x 8,39,41,9,1.15,355
,,,,,
400  x  400 x 10,37,54,14,1.15,355
,,,,,
250  x  150 x 6.3,71,13,4,1.15,355
,,,,,
400  x  400 x 12.5,44,42,17,1.15,355
,,,,,
120  x  120 x 3,67,60,1,1.15,355
,,,,,
400  x  400 x 8,35,61,11,1.15,355
,,,,,
400  x  300 x 17.5,38,25,19,1.15,355
,,,,,
400  x  400 x 6,23,23,17,1.15,355
,,,,,
400  x  400 x 6,55,25,11,1.15,355
,,,,,
400  x  400 x 10,84,77,11,1.15,355
,,,,,
300  x  300 x 6,54,96,5,1.15,355
,,,,,
500  x  300 x 12.5,56,10,17,1.15,355
,,,,,
500  x  300 x 8,98,26,11,1.15,355
,,,,,
120  x  120 x 3,7,66,1,1.15,355
,,,,,
500  x  300 x 12.5,92,44,13,1.15,355
,,,,,
250  x  250 x 6.3,64,42,5,1.15,355
,,,,,
500  x  300 x 12.5,48,14,19,1.15,355
,,,,,
400  x  400 x 8,2,54,12,1.15,355
,,,,,
500  x  300 x 17.5,47,32,18,1.15,355
,,,,,
400  x  400 x 10,4,24,20,1.15,355
,,,,,
400  x  200 x 6.3,23,5,13,1.15,355
,,,,,
250  x  250 x 6,56,47,5,1.15,355
,,,,,
120  x  120 x 4,98,52,1,1.15,355
,,,,,
400  x  400 x 12,52,49,15,1.15,355
,,,,,
350  x  150 x 6.3,95,27,5,1.15,355
,,,,,
250  x  150 x 5,85,8,3,1.15,355
,,,,,
350  x  250 x 6.3,96,15,6,1.15,355
,,,,,
500  x  300 x 16,66,7,18,1.15,355
,,,,,
160  x  160 x 6,8,39,3,1.15,355
,,,,,
300  x  300 x 6,27,29,9,1.15,355
,,,,,
400  x  400 x 12,23,61,14,1.15,355
,,,,,
350  x  350 x 6,16,53,9,1.15,355
,,,,,
400  x  400 x 12,34,81,12,1.15,355
,,,,,
300  x  300 x 6,18,100,5,1.15,355
,,,,,
400  x  400 x 10,18,18,23,1.15,355
,,,,,
350  x  350 x 8,61,58,9,1.15,355
,,,,,
350  x  350 x 8,78,62,8,1.15,355
,,,,,
350  x  350 x 8,76,45,8,1.15,355
,,,,,
200  x  200 x 6,41,43,4,1.15,355
,,,,,
400  x  300 x 14.2,43,26,16,1.15,355
,,,,,
120  x  60 x 3.6,56,8,1,1.15,355
,,,,,
300  x  200 x 5,99,11,4,1.15,355
,,,,,
500  x  300 x 10,56,29,15,1.15,355
,,,,,
120  x  120 x 3,40,65,1,1.15,355
,,,,,
180  x  180 x 6,19,35,4,1.15,355
,,,,,
500  x  300 x 16,63,37,16,1.15,355
,,,,,
350  x  250 x 6.3,99,8,6,1.15,355
,,,,,
400  x  400 x 6,100,25,8,1.15,355
,,,,,
400  x  400 x 6,36,23,13,1.15,355
,,,,,
400  x  400 x 8,74,85,10,1.15,355
,,,,,
400  x  400 x 6,23,23,17,1.15,355
,,,,,
500  x  300 x 16,26,15,25,1.15,355
,,,,,
160  x  160 x 6,95,61,2,1.15,355
,,,,,
350  x  350 x 8,48,90,8,1.15,355
,,,,,
400  x  400 x 8,22,60,12,1.15,355
,,,,,
400  x  400 x 8,24,22,18,1.15,355
,,,,,
450  x  250 x 16,32,9,22,1.15,355
,,,,,
400  x  400 x 6,43,42,12,1.15,355
,,,,,
450  x  250 x 12.5,86,10,12,1.15,355
,,,,,
200  x  200 x 5,71,30,3,1.15,355
,,,,,
500  x  300 x 10,28,14,22,1.15,355
,,,,,
400  x  400 x 6,45,35,12,1.15,355
,,,,,
200  x  200 x 6,16,83,3,1.15,355
,,,,,
400  x  400 x 6,6,97,8,1.15,355
,,,,,
400  x  400 x 6.3,24,13,17,1.15,355
,,,,,
160  x  160 x  5,56,70,2,1.15,355
,,,,,
300  x  200 x 5,66,41,4,1.15,355
,,,,,
450  x  250 x 16,68,26,15,1.15,355
,,,,,
500  x  300 x 14.2,72,29,16,1.15,355
,,,,,
400  x  400 x 8,59,54,11,1.15,355
,,,,,
300  x  300 x 6,67,39,6,1.15,355
,,,,,
400  x  400 x 10,29,59,13,1.15,355
,,,,,
400  x  400 x 12,61,86,12,1.15,355
,,,,,
120  x  120 x 5,18,29,2,1.15,355
,,,,,
300  x  300 x 8,99,87,6,1.15,355
,,,,,
100  x  100 x 4,15,6,2,1.15,355
,,,,,
450  x  250 x 8,100,37,9,1.15,355
,,,,,
500  x  300 x 8,64,20,13,1.15,355
,,,,,
400  x  400 x 12.5,24,22,23,1.15,355
,,,,,
350  x  350 x 8,62,60,9,1.15,355
,,,,,
350  x  350 x 6,48,100,6,1.15,355
,,,,,
200  x  100 x 4,79,20,2,1.15,355
,,,,,
250  x  150 x 5,88,15,3,1.15,355
,,,,,
450  x  250 x 10,55,15,13,1.15,355
,,,,,
160  x  160 x 6,8,90,2,1.15,355
,,,,,
400  x  300 x 16,40,24,18,1.15,355
,,,,,
500  x  200 x 12.5,97,20,12,1.15,355
,,,,,
250  x  150 x 5,47,5,4,1.15,355
,,,,,
250  x  250 x 8,68,63,5,1.15,355
,,,,,
160  x  160 x 4,41,58,2,1.15,355
,,,,,
300  x  200 x 5,63,9,5,1.15,355
,,,,,
400  x  400 x 10,3,99,10,1.15,355
,,,,,
500  x  300 x 14.2,51,6,20,1.15,355
,,,,,
450  x  250 x 8,61,19,11,1.15,355
,,,,,
120  x  120 x 3,68,52,1,1.15,355
,,,,,
300  x  300 x 6,40,33,8,1.15,355
,,,,,
500  x  300 x 17.5,55,38,17,1.15,355
,,,,,
400  x  400 x 10,22,20,22,1.15,355
,,,,,
200  x  200 x 6,1,88,3,1.15,355
,,,,,
250  x  250 x 6,89,93,4,1.15,355
,,,,,
160  x  160 x  5,80,36,2,1.15,355
,,,,,
300  x  300 x 6,46,55,7,1.15,355
,,,,,
350  x  350 x 6,8,51,9,1.15,355
,,,,,
150  x  150 x 4,11,13,4,1.15,355
,,,,,
400  x  400 x 10,21,28,19,1.15,355
,,,,,
400  x  400 x 12,58,57,14,1.15,355
,,,,,
400  x  400 x 10,25,83,11,1.15,355
,,,,,
400  x  400 x 10,19,39,16,1.15,355
,,,,,
300  x  300 x 8,14,38,9,1.15,355
,,,,,
250  x  250 x 6.3,20,16,9,1.15,355
,,,,,
200  x  200 x 6,61,85,3,1.15,355
,,,,,
300  x  300 x 6,73,68,6,1.15,355
,,,,,
300  x  300 x 8,32,32,10,1.15,355
,,,,,
400  x  400 x 12,12,37,18,1.15,355
,,,,,
400  x  400 x 6,79,100,8,1.15,355
,,,,,
200  x  200 x 6,13,78,3,1.15,355
,,,,,
300  x  200 x 6.3,86,25,5,1.15,355
,,,,,
450  x  250 x 8,99,23,9,1.15,355
,,,,,
200  x  200 x 6,13,83,3,1.15,355
,,,,,
120  x  80 x 5,24,13,2,1.15,355
,,,,,
250  x  150 x 8,72,35,4,1.15,355
,,,,,
400  x  400 x 10,7,43,15,1.15,355
,,,,,
120  x  80 x 5,86,27,1,1.15,355
,,,,,
250  x  250 x 6.3,29,33,7,1.15,355
,,,,,
350  x  350 x 6,57,50,8,1.15,355
,,,,,
400  x  400 x 6,12,5,22,1.15,355
,,,,,
500  x  300 x 12.5,74,23,15,1.15,355
,,,,,
120  x  120 x 3,17,76,1,1.15,355
,,,,,
350  x  150 x 8,86,2,6,1.15,355
,,,,,
500  x  300 x 10,30,9,21,1.15,355
,,,,,
400  x  400 x 8,76,62,10,1.15,355
,,,,,
120  x  60 x 4,55,22,1,1.15,355
,,,,,
400  x  400 x 6,95,68,8,1.15,355
,,,,,
500  x  300 x 8,35,11,18,1.15,355
,,,,,
350  x  350 x 6,58,74,7,1.15,355
,,,,,
350  x  350 x 8,31,74,8,1.15,355
,,,,,
120  x  120 x 3,83,53,1,1.15,355
,,,,,
500  x  300 x 17.5,38,1,25,1.15,355
,,,,,
100  x  100 x 3,46,36,1,1.15,355
,,,,,
350  x  350 x 8,3,59,9,1.15,355
,,,,,
150  x  150 x 4,47,50,2,1.15,355
,,,,,
250  x  250 x 8,66,73,5,1.15,355
,,,,,
120  x  120 x 3,4,84,1,1.15,355
,,,,,
500  x  300 x 10,85,23,13,1.15,355
,,,,,
350  x  350 x 8,6,63,9,1.15,355
,,,,,
120  x  80 x 5,89,35,1,1.15,355
,,,,,
350  x  350 x 6,42,86,7,1.15,355
,,,,,
300  x  300 x 8,25,29,10,1.15,355
,,,,,
400  x  400 x 12,23,89,11,1.15,355
,,,,,
400  x  400 x 10,7,85,11,1.15,355
,,,,,
160  x  80 x 4,31,11,2,1.15,355
,,,,,
250  x  250 x 8,2,20,10,1.15,355
,,,,,
200  x  100 x 5,97,34,2,1.15,355
,,,,,
400  x  400 x 6,9,48,11,1.15,355
,,,,,
400  x  400 x 10,53,31,14,1.15,355
,,,,,
500  x  300 x 17.5,41,8,24,1.15,355
,,,,,
500  x  300 x 12.5,87,30,14,1.15,355
,,,,,
450  x  250 x 8,52,17,12,1.15,355
,,,,,
400  x  400 x 12,34,34,19,1.15,355
,,,,,
450  x  250 x 10,77,20,11,1.15,355
,,,,,
140  x  140 x 4,40,35,2,1.15,355
,,,,,
300  x  300 x 8,54,86,6,1.15,355
,,,,,
300  x  300 x 6,3,32,8,1.15,355
,,,,,
250  x  250 x 6,9,99,4,1.15,355
,,,,,
350  x  350 x 8,4,83,8,1.15,355
,,,,,
500  x  300 x 12.5,50,9,18,1.15,355
,,,,,
350  x  350 x 6,66,43,8,1.15,355
,,,,,
300  x  300 x 6,81,51,5,1.15,355
,,,,,
300  x  300 x 8,59,71,7,1.15,355
,,,,,
350  x  150 x 8,30,5,10,1.15,355
,,,,,
400  x  200 x 8,35,4,12,1.15,355
,,,,,
300  x  300 x 6,37,83,5,1.15,355
,,,,,
350  x  350 x 8,52,57,10,1.15,355
,,,,,
400  x  400 x 8,12,86,10,1.15,355
,,,,,
400  x  400 x 8,25,27,18,1.15,355
,,,,,
350  x  250 x 6.3,89,41,6,1.15,355
,,,,,
350  x  350 x 8,28,54,10,1.15,355
,,,,,
250  x  250 x 8,62,73,5,1.15,355
,,,,,
500  x  300 x 17.5,53,27,20,1.15,355
,,,,,
300  x  200 x 5,46,24,6,1.15,355
,,,,,
350  x  350 x 8,77,74,8,1.15,355
,,,,,
200  x  200 x 6,14,29,5,1.15,355
,,,,,
120  x  80 x 4,75,6,1,1.15,355
,,,,,
500  x  300 x 17.5,62,36,17,1.15,355
,,,,,
450  x  250 x 10,98,7,10,1.15,355
,,,,,
400  x  400 x 10,16,97,10,1.15,355
,,,,,
350  x  350 x 6,83,51,7,1.15,355
,,,,,
200  x  200 x 10,18,28,6,1.15,355
,,,,,
400  x  400 x 12.5,69,89,12,1.15,355
,,,,,
500  x  200 x 14.2,60,11,16,1.15,355
,,,,,
140  x  140 x 4,20,45,2,1.15,355
,,,,,
300  x  300 x 8,9,81,6,1.15,355
,,,,,
120  x  60 x 3.6,6,1,3,1.15,355
,,,,,
400  x  400 x 10,81,47,11,1.15,355
,,,,,
300  x  300 x 6,98,38,5,1.15,355
,,,,,
400  x  400 x 8,85,31,10,1.15,355
,,,,,
400  x  400 x 6,52,27,11,1.15,355
,,,,,
500  x  300 x 12.5,79,42,14,1.15,355
,,,,,
300  x  300 x 6,23,41,8,1.15,355
,,,,,
400  x  300 x 14.2,21,12,23,1.15,355
,,,,,
250  x  150 x 5,25,4,6,1.15,355
,,,,,
400  x  400 x 10,8,17,24,1.15,355
,,,,,
300  x  200 x 5,4,3,16,1.15,355
,,,,,
180  x  180 x 5,17,53,3,1.15,355
,,,,,
400  x  400 x 8,15,47,13,1.15,355
,,,,,
200  x  200 x 6,42,84,3,1.15,355
,,,,,
200  x  200 x 8,36,62,4,1.15,355
,,,,,
250  x  150 x 8,83,40,4,1.15,355
,,,,,
160  x  160 x  5,37,33,3,1.15,355
,,,,,
250  x  150 x 5,44,21,4,1.15,355
,,,,,
400  x  400 x 6.3,25,57,11,1.15,355
,,,,,
400  x  400 x 6,31,99,8,1.15,355
,,,,,
100  x  50 x 3.2,31,2,1,1.15,355
,,,,,
500  x  300 x 16,98,39,15,1.15,355
,,,,,
350  x  350 x 6,79,38,7,1.15,355
,,,,,
300  x  200 x 6.3,71,32,5,1.15,355
,,,,,
300  x  300 x 6,10,75,6,1.15,355
,,,,,
400  x  200 x 6.3,49,12,9,1.15,355
,,,,,
400  x  400 x 8,7,88,9,1.15,355
,,,,,
500  x  300 x 16,95,13,15,1.15,355
,,,,,
350  x  350 x 6,20,29,12,1.15,355
,,,,,
400  x  400 x 6,78,37,9,1.15,355
,,,,,
300  x  200 x 5,30,9,7,1.15,355
,,,,,
300  x  200 x 5,33,19,7,1.15,355
,,,,,
250  x  250 x 6,81,63,4,1.15,355
,,,,,
400  x  400 x 6,8,36,13,1.15,355
,,,,,
350  x  350 x 6,2,65,8,1.15,355
,,,,,
200  x  200 x 6.3,5,32,5,1.15,355
,,,,,
400  x  400 x 10,52,97,10,1.15,355
,,,,,
180  x  180 x 6,51,55,3,1.15,355
,,,,,
500  x  300 x 12.5,100,31,13,1.15,355
,,,,,
400  x  300 x 8,59,34,11,1.15,355
,,,,,
500  x  300 x 16,93,41,15,1.15,355
,,,,,
400  x  400 x 6,30,52,11,1.15,355
,,,,,
200  x  200 x 10,25,40,5,1.15,355
,,,,,
400  x  400 x 10,88,66,10,1.15,355
,,,,,
350  x  350 x 8,34,33,13,1.15,355
,,,,,
350  x  350 x 8,78,85,8,1.15,355
,,,,,
400  x  200 x 6.3,49,2,9,1.15,355
,,,,,
300  x  300 x 6,50,50,7,1.15,355
,,,,,
350  x  150 x 6.3,26,6,10,1.15,355
,,,,,
350  x  350 x 6.3,94,20,7,1.15,355
,,,,,
350  x  350 x 8,63,66,9,1.15,355
,,,,,
250  x  250 x 6,49,81,4,1.15,355
,,,,,
400  x  400 x 6,58,56,10,1.15,355
,,,,,
160  x  160 x 4,64,68,2,1.15,355
,,,,,
160  x  160 x  5,73,45,2,1.15,355
,,,,,
400  x  400 x 12,41,34,17,1.15,355
,,,,,
350  x  350 x 8,68,11,9,1.15,355
,,,,,
400  x  400 x 8,33,13,16,1.15,355
,,,,,
350  x  350 x 8,87,82,8,1.15,355
,,,,,
400  x  400 x 12,78,64,12,1.15,355
,,,,,
200  x  200 x 10,14,44,5,1.15,355
,,,,,
160  x  160 x 4,24,58,2,1.15,355
,,,,,
120  x  120 x 3,24,76,1,1.15,355
,,,,,
400  x  400 x 10,65,93,10,1.15,355
,,,,,
350  x  350 x 8,22,19,15,1.15,355
,,,,,
350  x  250 x 6.3,23,9,12,1.15,355
,,,,,
500  x  200 x 12.5,35,9,19,1.15,355
,,,,,
250  x  250 x 8,4,9,14,1.15,355
,,,,,
350  x  350 x 8,75,98,7,1.15,355
,,,,,
400  x  400 x 12,19,46,16,1.15,355
,,,,,
500  x  300 x 14.2,91,19,15,1.15,355
,,,,,
400  x  400 x 8,73,36,10,1.15,355
,,,,,
400  x  300 x 14.2,65,41,13,1.15,355
,,,,,
250  x  150 x 5,10,1,9,1.15,355
,,,,,
400  x  400 x 8,51,25,12,1.15,355
,,,,,
120  x  120 x 4,99,33,1,1.15,355
,,,,,
400  x  400 x 10,12,50,14,1.15,355
,,,,,
400  x  400 x 10,73,77,11,1.15,355
,,,,,
120  x  120 x 3,79,49,1,1.15,355
,,,,,
350  x  350 x 6.3,18,57,9,1.15,355
,,,,,
400  x  200 x 6.3,89,5,7,1.15,355
,,,,,
350  x  350 x 6,2,13,17,1.15,355
,,,,,
120  x  80 x 3.6,64,41,1,1.15,355
,,,,,
350  x  350 x 8,13,14,19,1.15,355
,,,,,
200  x  100 x 5,42,7,3,1.15,355
,,,,,
200  x  200 x 5,72,50,3,1.15,355
,,,,,
300  x  300 x 8,2,53,8,1.15,355
,,,,,
200  x  200 x 10,19,42,5,1.15,355
,,,,,
500  x  300 x 12.5,77,25,15,1.15,355
,,,,,
400  x  200 x 6.3,88,12,7,1.15,355
,,,,,
400  x  400 x 8,82,94,9,1.15,355
,,,,,
500  x  300 x 16,38,20,22,1.15,355
,,,,,
200  x  200 x 8,38,31,5,1.15,355
,,,,,
180  x  180 x 5,18,98,2,1.15,355
,,,,,
120  x  120 x 3,60,64,1,1.15,355
,,,,,
250  x  150 x 5,35,10,5,1.15,355
,,,,,
300  x  300 x 6,86,58,5,1.15,355
,,,,,
70  x  70 x 3.5,9,17,1,1.15,355
,,,,,
400  x  400 x 8,28,24,16,1.15,355
,,,,,
500  x  200 x 12.5,88,18,12,1.15,355
,,,,,
400  x  400 x 6,1,19,18,1.15,355
,,,,,
500  x  300 x 12.5,81,32,15,1.15,355
,,,,,
500  x  300 x 17.5,82,35,17,1.15,355
,,,,,
350  x  350 x 8,37,46,11,1.15,355
,,,,,
400  x  400 x 6,2,65,10,1.15,355
,,,,,
500  x  300 x 14.2,29,19,22,1.15,355
,,,,,
400  x  400 x 12,5,19,25,1.15,355
,,,,,
300  x  300 x 6,64,64,6,1.15,355
,,,,,
400  x  400 x 10,53,67,12,1.15,355
,,,,,
400  x  400 x 12,77,95,11,1.15,355
,,,,,
400  x  400 x 12,6,71,13,1.15,355
,,,,,
400  x  400 x 6,49,61,10,1.15,355
,,,,,
180  x  180 x 5,16,54,3,1.15,355
,,,,,
400  x  400 x 6.3,12,14,22,1.15,355
,,,,,
250  x  250 x 8,76,65,5,1.15,355
,,,,,
400  x  400 x 8,6,16,22,1.15,355
,,,,,
300  x  300 x 6,91,35,5,1.15,355
,,,,,
300  x  200 x 6.3,30,10,8,1.15,355
,,,,,
300  x  300 x 6,72,21,6,1.15,355
,,,,,
300  x  300 x 8,19,65,7,1.15,355
,,,,,
200  x  100 x 5,14,2,5,1.15,355
,,,,,
250  x  150 x 6.3,14,7,8,1.15,355
,,,,,
300  x  200 x 5,99,12,4,1.15,355
,,,,,
400  x  400 x 8,92,53,9,1.15,355
,,,,,
150  x  150 x 4,49,35,2,1.15,355
,,,,,
300  x  300 x 6,16,1,13,1.15,355
,,,,,
300  x  300 x 8,8,53,8,1.15,355
,,,,,
500  x  300 x 8,97,35,11,1.15,355
,,,,,
400  x  400 x 12,60,60,14,1.15,355
,,,,,
400  x  200 x 6.3,63,17,8,1.15,355
,,,,,
160  x  160 x  5,37,24,3,1.15,355
,,,,,
400  x  400 x 6,53,47,11,1.15,355
,,,,,
300  x  300 x 6,11,12,13,1.15,355
,,,,,
120  x  120 x 4,13,94,1,1.15,355
,,,,,
500  x  300 x 16,65,17,18,1.15,355
,,,,,
300  x  300 x 8,71,89,6,1.15,355
,,,,,
450  x  250 x 12.5,64,25,14,1.15,355
,,,,,
350  x  350 x 8,33,25,13,1.15,355
,,,,,
180  x  180 x 5,24,28,4,1.15,355
,,,,,
400  x  400 x 6,29,49,11,1.15,355
,,,,,
400  x  400 x 8,23,15,18,1.15,355
,,,,,
400  x  400 x 10,31,39,15,1.15,355
,,,,,
200  x  150  x 5,55,30,3,1.15,355
,,,,,
200  x  200 x 5,74,30,3,1.15,355
,,,,,
250  x  150 x 5,95,14,3,1.15,355
,,,,,
300  x  200 x 6.3,27,3,9,1.15,355
,,,,,
400  x  400 x 12,47,93,11,1.15,355
,,,,,
350  x  350 x 8,23,19,15,1.15,355
,,,,,
300  x  300 x 6,100,78,5,1.15,355
,,,,,
400  x  400 x 6.3,56,12,11,1.15,355
,,,,,
120  x  120 x 3,82,53,1,1.15,355
,,,,,
300  x  300 x 8,33,84,6,1.15,355
,,,,,
250  x  250 x 6,31,85,4,1.15,355
,,,,,
200  x  120 x 5,98,43,2,1.15,355
,,,,,
350  x  350 x 6.3,23,57,9,1.15,355
,,,,,
250  x  250 x 8,80,59,5,1.15,355
,,,,,
250  x  150 x 8,46,22,5,1.15,355
,,,,,
